cod_mun;nome;pct_na_bacia;pop;dom;mulheres;c0_4;c5_9;i60_69;i70m;indigenas;pretos_pardos;dom_ocupados;dom_agua;dom_esgoto;n_resp;sigilo_pop;sigilo_dom;sigilo_mulheres;sigilo_c0_4;sigilo_c5_9;sigilo_i60_69;sigilo_i70m;sigilo_indigenas;sigilo_pretos_pardos;sigilo_dom_ocupados;sigilo_dom_agua;sigilo_dom_esgoto;sigilo_n_resp;sigilo_renda_resp;dens;sigilo_dens;pop_bacia;sigilo_pop_bacia;pop_mun;dom_mun;area_pct_bacia;metodo_recorte_bacia;status_borda_bacia;metodo_area_bacia;metodo_na_bacia;n_setores_municipio;n_setores_bacia;dens_bacia;sigilo_dens_bacia;dens_bacia_n_validos;dens_bacia_n_total;dens_bacia_completude;pop_n_validos;pop_n_total;pop_completude;dom_n_validos;dom_n_total;dom_completude;dom_ocupados_n_validos;dom_ocupados_n_total;dom_ocupados_completude;mulheres_n_validos;mulheres_n_total;mulheres_completude;c0_4_n_validos;c0_4_n_total;c0_4_completude;c5_9_n_validos;c5_9_n_total;c5_9_completude;i60_69_n_validos;i60_69_n_total;i60_69_completude;i70m_n_validos;i70m_n_total;i70m_completude;indigenas_n_validos;indigenas_n_total;indigenas_completude;pretos_pardos_n_validos;pretos_pardos_n_total;pretos_pardos_completude;dom_agua_n_validos;dom_agua_n_total;dom_agua_completude;dom_esgoto_n_validos;dom_esgoto_n_total;dom_esgoto_completude;n_resp_n_validos;n_resp_n_total;n_resp_completude;renda_resp_n_validos;renda_resp_n_total;renda_resp_completude;dens_n_validos;dens_n_total;dens_completude;pop_bacia_n_validos;pop_bacia_n_total;pop_bacia_completude;dom_bacia;dom_bacia_n_validos;dom_bacia_n_total;dom_bacia_completude;sigilo_dom_bacia;mulheres_bacia;mulheres_bacia_n_validos;mulheres_bacia_n_total;mulheres_bacia_completude;sigilo_mulheres_bacia;c0_4_bacia;c0_4_bacia_n_validos;c0_4_bacia_n_total;c0_4_bacia_completude;sigilo_c0_4_bacia;c5_9_bacia;c5_9_bacia_n_validos;c5_9_bacia_n_total;c5_9_bacia_completude;sigilo_c5_9_bacia;i60_69_bacia;i60_69_bacia_n_validos;i60_69_bacia_n_total;i60_69_bacia_completude;sigilo_i60_69_bacia;i70m_bacia;i70m_bacia_n_validos;i70m_bacia_n_total;i70m_bacia_completude;sigilo_i70m_bacia;indigenas_bacia;indigenas_bacia_n_validos;indigenas_bacia_n_total;indigenas_bacia_completude;sigilo_indigenas_bacia;pretos_pardos_bacia;pretos_pardos_bacia_n_validos;pretos_pardos_bacia_n_total;pretos_pardos_bacia_completude;sigilo_pretos_pardos_bacia;dom_ocupados_bacia;dom_ocupados_bacia_n_validos;dom_ocupados_bacia_n_total;dom_ocupados_bacia_completude;sigilo_dom_ocupados_bacia;dom_agua_bacia;dom_agua_bacia_n_validos;dom_agua_bacia_n_total;dom_agua_bacia_completude;sigilo_dom_agua_bacia;dom_esgoto_bacia;dom_esgoto_bacia_n_validos;dom_esgoto_bacia_n_total;dom_esgoto_bacia_completude;sigilo_dom_esgoto_bacia;n_resp_bacia;n_resp_bacia_n_validos;n_resp_bacia_n_total;n_resp_bacia_completude;sigilo_n_resp_bacia;renda_resp;renda_resp_bacia;renda_resp_bacia_n_validos;renda_resp_bacia_n_total;renda_resp_bacia_completude;sigilo_renda_resp_bacia;referencia;mun_referencia;populacao;mun_populacao;moradores_demografia;mun_moradores_demografia;homens;mun_homens;mun_mulheres;criancas_0_4;mun_criancas_0_4;criancas_5_9;mun_criancas_5_9;idosos_60_69;mun_idosos_60_69;idosos_70_mais;mun_idosos_70_mais;mun_indigenas;mun_pretos_pardos;dom_ocupados_oficial;mun_dom_ocupados_oficial;dom_improvisados;mun_dom_improvisados;dom_coletivos_com_morador;mun_dom_coletivos_com_morador;dom_agua_rede;mun_dom_agua_rede;dom_esgoto_rede;mun_dom_esgoto_rede;entorno_dom_total;mun_entorno_dom_total;entorno_dom_via_pavimentada;mun_entorno_dom_via_pavimentada;entorno_dom_bueiro;mun_entorno_dom_bueiro;entorno_dom_iluminacao;mun_entorno_dom_iluminacao;entorno_dom_ponto_onibus;mun_entorno_dom_ponto_onibus;entorno_dom_rampa;mun_entorno_dom_rampa;entorno_dom_sem_arvore;mun_entorno_dom_sem_arvore;entorno_dom_1_2_arvores;mun_entorno_dom_1_2_arvores;entorno_dom_3_4_arvores;mun_entorno_dom_3_4_arvores;entorno_dom_5_mais_arvores;mun_entorno_dom_5_mais_arvores;entorno_pavimentada_pct;mun_entorno_pavimentada_pct;entorno_bueiro_pct;mun_entorno_bueiro_pct;entorno_iluminacao_pct;mun_entorno_iluminacao_pct;entorno_ponto_onibus_pct;mun_entorno_ponto_onibus_pct;entorno_rampa_pct;mun_entorno_rampa_pct;entorno_faces_total;mun_entorno_faces_total;entorno_moradores_total;mun_entorno_moradores_total;pcd_pessoas_2mais;mun_pcd_pessoas_2mais;pcd_pct_2mais;mun_pcd_pct_2mais;tea_pessoas;mun_tea_pessoas;tea_pct;mun_tea_pct;fonte_pcd;mun_fonte_pcd;fonte_tea;mun_fonte_tea;agregados_ibge_referencia;mun_ubs_iede;mun_hospitais_iede;mun_escolas_iede;mun_bombeiros_iede;mun_servicos_cobertura;mun_icm_faixa;mun_icm_pontos;mun_icm_prioritario;mun_ubs_iede_status;mun_hospitais_iede_status;mun_escolas_iede_status;mun_bombeiros_iede_status;mun_icm_atualizado_em;mun_icm_versao
4305108;Caxias do Sul;52.8;463501;220438;239121;24933;27116;47521;35118;212;107268;184835;177205;137858;184835;False;False;True;True;True;True;True;True;True;True;True;True;True;True;280.2;False;226550.0;False;463501;220438;52.8;ponto_representativo_setor_2022;parcial;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;914;456;259.4;False;1;1;1.0;914;914;1.0;914;914;1.0;908;914;0.993435;908;914;0.993435;841;914;0.920131;845;914;0.924508;882;914;0.964989;837;914;0.915755;733;914;0.801969;868;914;0.949672;903;914;0.987965;881;914;0.963895;908;914;0.993435;908;914;0.993435;914;914;1.0;456;456;1.0;106410.0;456;456;1.0;False;116826.0;453;456;0.993421;True;12070.0;416;456;0.912281;True;13377.0;425;456;0.932018;True;23474.0;443;456;0.971491;True;17130.0;416;456;0.912281;True;76.0;370;456;0.811404;True;53781.0;432;456;0.947368;True;89751.0;453;456;0.993421;True;86673.0;452;456;0.991228;True;67230.0;443;456;0.971491;True;89751.0;453;456;0.993421;True;3773.0;3846.0;448;456;0.982456;True;Censo 2022;Censo 2022;463501;463501;463026;463026;223905;223905;239121;25219;25219;27425;27425;47653;47653;35458;35458;212;108077;184835;184835;19;19;990;990;177205;177205;137858;137858;176552;176552;164341;164341;148751;148751;170698;170698;41647;41647;36735;36735;40766;40766;32079;32079;26465;26465;74069;74069;93.08;93.08;84.25;84.25;96.68;96.68;23.59;23.59;20.81;20.81;24421;24421;440222;440222;30803;30803;6.8;6.8;5430;5430;1.2;1.2;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;87;10;402;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
4305504;Ciríaco;75.9;4149;2021;2081;206;174;551;552;0;868;1677;1042;67;1677;False;False;True;True;True;True;True;True;True;True;True;True;True;True;15.1;False;4010.0;False;4149;2021;75.9;ponto_representativo_setor_2022;parcial;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;17;15;19.3;False;1;1;1.0;17;17;1.0;17;17;1.0;16;17;0.941176;16;17;0.941176;12;17;0.705882;9;17;0.529412;14;17;0.823529;13;17;0.764706;16;17;0.941176;11;17;0.647059;15;17;0.882353;16;17;0.941176;16;17;0.941176;16;17;0.941176;17;17;1.0;15;15;1.0;1918.0;15;15;1.0;False;2017.0;14;15;0.933333;True;200.0;11;15;0.733333;True;174.0;9;15;0.6;True;539.0;13;15;0.866667;True;543.0;12;15;0.8;True;0.0;14;15;0.933333;True;868.0;11;15;0.733333;True;1616.0;14;15;0.933333;True;1042.0;13;15;0.866667;True;67.0;14;15;0.933333;True;1616.0;14;15;0.933333;True;2665.0;2673.0;14;15;0.933333;True;Censo 2022;Censo 2022;4149;4149;4143;4143;2062;2062;2081;206;206;203;203;557;557;565;565;0;959;1677;1677;0;0;0;0;1042;1042;67;67;1073;1073;950;950;947;947;1059;1059;5;5;118;118;528;528;234;234;133;133;178;178;88.54;88.54;88.26;88.26;98.7;98.7;0.47;0.47;11.0;11.0;388;388;2545;2545;334;334;8.2;8.2;33;33;0.8;0.8;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;4;;;1;cadastro_IEDE_parcial_nao_inventario;B;9;não;published;unknown;unknown;published;2026-08-13;base_completa_icm_082026.xlsx
4305587;Colinas;100.0;2423;1137;1202;85;138;349;383;0;86;946;889;0;946;False;False;True;True;True;True;True;True;True;True;True;True;True;True;39.9;False;2423.0;False;2423;1137;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;8;8;39.9;False;1;1;1.0;8;8;1.0;8;8;1.0;7;8;0.875;7;8;0.875;5;8;0.625;7;8;0.875;7;8;0.875;7;8;0.875;5;8;0.625;4;8;0.5;7;8;0.875;6;8;0.75;7;8;0.875;7;8;0.875;8;8;1.0;8;8;1.0;1137.0;8;8;1.0;False;1202.0;7;8;0.875;True;85.0;5;8;0.625;True;138.0;7;8;0.875;True;349.0;7;8;0.875;True;383.0;7;8;0.875;True;0.0;5;8;0.625;True;86.0;4;8;0.5;True;946.0;7;8;0.875;True;889.0;7;8;0.875;True;0.0;6;8;0.75;True;946.0;7;8;0.875;True;3215.0;3215.0;7;8;0.875;True;Censo 2022;Censo 2022;2423;2423;2416;2416;1214;1214;1202;102;102;138;138;349;349;383;383;0;159;946;946;0;0;0;0;889;889;0;0;193;193;191;191;162;162;191;191;83;83;35;35;29;29;18;18;7;7;139;139;98.96;98.96;83.94;83.94;98.96;98.96;43.01;43.01;18.13;18.13;58;58;446;446;189;189;7.9;7.9;42;42;1.7;1.7;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;2;;3;;cadastro_IEDE_parcial_nao_inventario;C;12;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
4305835;Coqueiro Baixo;100.0;1290;688;632;35;19;210;287;0;92;502;275;7;502;False;False;False;True;True;True;False;False;True;False;True;True;False;False;11.4;False;1290.0;False;1290;688;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;11;11;11.4;False;1;1;1.0;11;11;1.0;11;11;1.0;11;11;1.0;11;11;1.0;5;11;0.454545;5;11;0.454545;10;11;0.909091;11;11;1.0;11;11;1.0;5;11;0.454545;9;11;0.818182;10;11;0.909091;11;11;1.0;11;11;1.0;11;11;1.0;11;11;1.0;688.0;11;11;1.0;False;632.0;11;11;1.0;False;35.0;5;11;0.454545;True;19.0;5;11;0.454545;True;210.0;10;11;0.909091;True;287.0;11;11;1.0;False;0.0;11;11;1.0;False;92.0;5;11;0.454545;True;502.0;11;11;1.0;False;275.0;9;11;0.818182;True;7.0;10;11;0.909091;True;502.0;11;11;1.0;False;2979.0;2979.0;11;11;1.0;False;Censo 2022;Censo 2022;1290;1290;1290;1290;658;658;632;46;46;35;35;215;215;287;287;0;96;502;502;0;0;0;0;275;275;7;7;90;90;90;90;89;89;90;90;5;5;1;1;10;10;5;5;22;22;53;53;100.0;100.0;98.89;98.89;100.0;100.0;5.56;5.56;1.11;1.11;52;52;218;218;89;89;7;7;8;8;0.6;0.6;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;1;;4;;cadastro_IEDE_parcial_nao_inventario;A;15;não;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
4305934;Coronel Pilar;100.0;1607;798;778;40;24;291;268;0;32;565;413;3;565;False;False;False;True;True;False;False;False;True;False;False;False;False;False;15.2;False;1607.0;False;1607;798;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;8;8;15.2;False;1;1;1.0;8;8;1.0;8;8;1.0;8;8;1.0;8;8;1.0;4;8;0.5;3;8;0.375;8;8;1.0;8;8;1.0;8;8;1.0;3;8;0.375;8;8;1.0;8;8;1.0;8;8;1.0;8;8;1.0;8;8;1.0;8;8;1.0;798.0;8;8;1.0;False;778.0;8;8;1.0;False;40.0;4;8;0.5;True;24.0;3;8;0.375;True;291.0;8;8;1.0;False;268.0;8;8;1.0;False;0.0;8;8;1.0;False;32.0;3;8;0.375;True;565.0;8;8;1.0;False;413.0;8;8;1.0;False;3.0;8;8;1.0;False;565.0;8;8;1.0;False;3977.0;3977.0;8;8;1.0;False;Censo 2022;Censo 2022;1607;1607;1607;1607;829;829;778;59;59;55;55;291;291;268;268;0;115;565;565;0;0;0;0;413;413;3;3;81;81;79;79;78;78;81;81;6;6;37;37;41;41;10;10;12;12;18;18;97.53;97.53;96.3;96.3;100.0;100.0;7.41;7.41;45.68;45.68;47;47;197;197;92;92;5.8;5.8;7;7;0.5;0.5;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;1;;3;;cadastro_IEDE_parcial_nao_inventario;B;7;não;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
4305959;Cotiporã;100.0;3846;1854;1882;162;154;598;562;0;187;1433;848;51;1433;False;False;False;True;True;False;False;True;True;False;False;True;False;False;22.2;False;3846.0;False;3846;1854;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;9;9;22.2;False;1;1;1.0;9;9;1.0;9;9;1.0;9;9;1.0;9;9;1.0;7;9;0.777778;7;9;0.777778;9;9;1.0;9;9;1.0;8;9;0.888889;4;9;0.444444;9;9;1.0;7;9;0.777778;9;9;1.0;9;9;1.0;9;9;1.0;9;9;1.0;1854.0;9;9;1.0;False;1882.0;9;9;1.0;False;162.0;7;9;0.777778;True;154.0;7;9;0.777778;True;598.0;9;9;1.0;False;562.0;9;9;1.0;False;0.0;8;9;0.888889;True;187.0;4;9;0.444444;True;1433.0;9;9;1.0;False;848.0;9;9;1.0;False;51.0;7;9;0.777778;True;1433.0;9;9;1.0;False;2763.0;2763.0;9;9;1.0;False;Censo 2022;Censo 2022;3846;3846;3846;3846;1964;1964;1882;166;166;158;158;598;598;562;562;0;277;1433;1433;0;0;5;5;848;848;51;51;830;830;794;794;786;786;817;817;126;126;283;283;248;248;131;131;113;113;338;338;95.66;95.66;94.7;94.7;98.43;98.43;15.18;15.18;34.1;34.1;363;363;2100;2100;447;447;11.8;11.8;30;30;0.8;0.8;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;2;;3;;cadastro_IEDE_parcial_nao_inventario;C;13;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
4306205;Cruzeiro do Sul;100.0;11600;5723;5802;556;569;1498;1286;31;1529;4585;3996;40;4585;False;False;False;True;True;True;True;False;True;False;True;True;False;False;74.8;False;11600.0;False;11600;5723;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;35;35;74.8;False;1;1;1.0;35;35;1.0;35;35;1.0;35;35;1.0;35;35;1.0;27;35;0.771429;29;35;0.828571;31;35;0.885714;32;35;0.914286;35;35;1.0;27;35;0.771429;34;35;0.971429;28;35;0.8;35;35;1.0;35;35;1.0;35;35;1.0;35;35;1.0;5723.0;35;35;1.0;False;5802.0;35;35;1.0;False;556.0;27;35;0.771429;True;569.0;29;35;0.828571;True;1498.0;31;35;0.885714;True;1286.0;32;35;0.914286;True;31.0;35;35;1.0;False;1529.0;27;35;0.771429;True;4585.0;35;35;1.0;False;3996.0;34;35;0.971429;True;40.0;28;35;0.8;True;4585.0;35;35;1.0;False;2418.0;2418.0;35;35;1.0;False;Censo 2022;Censo 2022;11600;11600;11600;11600;5798;5798;5802;596;596;603;603;1515;1515;1290;1290;31;1614;4585;4585;0;0;122;122;3996;3996;40;40;2581;2581;1857;1857;1870;1870;2566;2566;584;584;372;372;704;704;355;355;259;259;1263;1263;71.95;71.95;72.45;72.45;99.42;99.42;22.63;22.63;14.41;14.41;780;780;6492;6492;1008;1008;8.9;8.9;97;97;0.8;0.8;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;3;1;17;;cadastro_IEDE_parcial_nao_inventario;B;16;sim;published;published;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
4306304;David Canabarro;100.0;4321;1966;2150;210;214;601;510;9;422;1658;973;154;1658;False;False;False;False;False;False;False;False;True;False;False;True;False;False;24.7;False;4321.0;False;4321;1966;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;7;7;24.7;False;1;1;1.0;7;7;1.0;7;7;1.0;7;7;1.0;7;7;1.0;7;7;1.0;7;7;1.0;7;7;1.0;7;7;1.0;7;7;1.0;5;7;0.714286;7;7;1.0;6;7;0.857143;7;7;1.0;7;7;1.0;7;7;1.0;7;7;1.0;1966.0;7;7;1.0;False;2150.0;7;7;1.0;False;210.0;7;7;1.0;False;214.0;7;7;1.0;False;601.0;7;7;1.0;False;510.0;7;7;1.0;False;9.0;7;7;1.0;False;422.0;5;7;0.714286;True;1658.0;7;7;1.0;False;973.0;7;7;1.0;False;154.0;6;7;0.857143;True;1658.0;7;7;1.0;False;2918.0;2918.0;7;7;1.0;False;Censo 2022;Censo 2022;4321;4321;4321;4321;2171;2171;2150;210;210;214;214;601;601;510;510;9;558;1658;1658;0;0;3;3;973;973;154;154;978;978;924;924;908;908;962;962;0;0;182;182;443;443;193;193;147;147;195;195;94.48;94.48;92.84;92.84;98.36;98.36;0.0;0.0;18.61;18.61;416;416;2413;2413;364;364;8.6;8.6;5;5;0.1;0.1;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;4;;;;cadastro_IEDE_parcial_nao_inventario;A;11;não;published;unknown;unknown;unknown;2026-08-13;base_completa_icm_082026.xlsx
4306452;Dois Lajeados;100.0;3097;1489;1562;134;143;410;476;0;156;1161;707;220;1161;False;False;False;True;True;False;False;False;True;False;True;True;False;False;23.2;False;3097.0;False;3097;1489;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;9;9;23.2;False;1;1;1.0;9;9;1.0;9;9;1.0;9;9;1.0;9;9;1.0;7;9;0.777778;8;9;0.888889;9;9;1.0;9;9;1.0;9;9;1.0;7;9;0.777778;8;9;0.888889;7;9;0.777778;9;9;1.0;9;9;1.0;9;9;1.0;9;9;1.0;1489.0;9;9;1.0;False;1562.0;9;9;1.0;False;134.0;7;9;0.777778;True;143.0;8;9;0.888889;True;410.0;9;9;1.0;False;476.0;9;9;1.0;False;0.0;9;9;1.0;False;156.0;7;9;0.777778;True;1161.0;9;9;1.0;False;707.0;8;9;0.888889;True;220.0;7;9;0.777778;True;1161.0;9;9;1.0;False;3183.0;3183.0;9;9;1.0;False;Censo 2022;Censo 2022;3097;3097;3097;3097;1535;1535;1562;148;148;147;147;410;410;476;476;0;208;1161;1161;0;0;11;11;707;707;220;220;668;668;615;615;665;665;625;625;21;21;152;152;338;338;46;46;46;46;237;237;92.07;92.07;99.55;99.55;93.56;93.56;3.14;3.14;22.75;22.75;153;153;1646;1646;158;158;5.2;5.2;21;21;0.7;0.7;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;2;1;3;1;cadastro_IEDE_parcial_nao_inventario;A;12;não;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
4306759;Doutor Ricardo;100.0;1888;927;918;72;50;281;290;0;180;710;595;12;710;False;False;False;True;True;True;False;False;True;False;False;True;False;False;17.5;False;1888.0;False;1888;927;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;7;7;17.5;False;1;1;1.0;7;7;1.0;7;7;1.0;7;7;1.0;7;7;1.0;4;7;0.571429;3;7;0.428571;6;7;0.857143;7;7;1.0;7;7;1.0;3;7;0.428571;7;7;1.0;6;7;0.857143;7;7;1.0;7;7;1.0;7;7;1.0;7;7;1.0;927.0;7;7;1.0;False;918.0;7;7;1.0;False;72.0;4;7;0.571429;True;50.0;3;7;0.428571;True;281.0;6;7;0.857143;True;290.0;7;7;1.0;False;0.0;7;7;1.0;False;180.0;3;7;0.428571;True;710.0;7;7;1.0;False;595.0;7;7;1.0;False;12.0;6;7;0.857143;True;710.0;7;7;1.0;False;2798.0;2798.0;7;7;1.0;False;Censo 2022;Censo 2022;1888;1888;1888;1888;970;970;918;77;77;76;76;287;287;290;290;0;236;710;710;0;0;0;0;595;595;12;12;374;374;316;316;317;317;358;358;65;65;4;4;174;174;20;20;42;42;138;138;84.49;84.49;84.76;84.76;95.72;95.72;17.38;17.38;1.07;1.07;245;245;990;990;88;88;4.8;4.8;7;7;0.4;0.4;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;1;;3;;cadastro_IEDE_parcial_nao_inventario;A;14;não;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
4306809;Encantado;100.0;22962;10323;11859;1240;1360;2599;2461;4;4025;9028;7875;2764;9028;False;False;True;True;True;True;True;True;True;True;True;True;True;True;163.9;False;22962.0;False;22962;10323;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;48;48;163.9;False;1;1;1.0;48;48;1.0;48;48;1.0;47;48;0.979167;47;48;0.979167;41;48;0.854167;44;48;0.916667;45;48;0.9375;45;48;0.9375;44;48;0.916667;43;48;0.895833;43;48;0.895833;43;48;0.895833;47;48;0.979167;47;48;0.979167;48;48;1.0;48;48;1.0;10323.0;48;48;1.0;False;11859.0;47;48;0.979167;True;1240.0;41;48;0.854167;True;1360.0;44;48;0.916667;True;2599.0;45;48;0.9375;True;2461.0;45;48;0.9375;True;4.0;44;48;0.916667;True;4025.0;43;48;0.895833;True;9028.0;47;48;0.979167;True;7875.0;43;48;0.895833;True;2764.0;43;48;0.895833;True;9028.0;47;48;0.979167;True;3143.0;3143.0;47;48;0.979167;True;Censo 2022;Censo 2022;22962;22962;22889;22889;11030;11030;11859;1272;1272;1370;1370;2604;2604;2461;2461;4;4073;9028;9028;9;9;70;70;7875;7875;2764;2764;8000;8000;7781;7781;6964;6964;7957;7957;783;783;1013;1013;1641;1641;1094;1094;1631;1631;3630;3630;97.26;97.26;87.05;87.05;99.46;99.46;9.79;9.79;12.66;12.66;2063;2063;20090;20090;1697;1697;7.5;7.5;198;198;0.9;0.9;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;12;1;26;;cadastro_IEDE_parcial_nao_inventario;B;18;sim;published;published;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
4307807;Estrela;100.0;32183;14528;16602;1925;2097;3740;2988;89;4272;12415;11904;2604;12415;False;False;True;True;True;True;True;True;True;True;True;True;True;True;173.9;False;32183.0;False;32183;14528;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;72;72;173.9;False;1;1;1.0;72;72;1.0;72;72;1.0;71;72;0.986111;71;72;0.986111;66;72;0.916667;68;72;0.944444;69;72;0.958333;70;72;0.972222;62;72;0.861111;63;72;0.875;71;72;0.986111;65;72;0.902778;71;72;0.986111;71;72;0.986111;72;72;1.0;72;72;1.0;14528.0;72;72;1.0;False;16602.0;71;72;0.986111;True;1925.0;66;72;0.916667;True;2097.0;68;72;0.944444;True;3740.0;69;72;0.958333;True;2988.0;70;72;0.972222;True;89.0;62;72;0.861111;True;4272.0;63;72;0.875;True;12415.0;71;72;0.986111;True;11904.0;71;72;0.986111;True;2604.0;65;72;0.902778;True;12415.0;71;72;0.986111;True;3121.0;3121.0;71;72;0.986111;True;Censo 2022;Censo 2022;32183;32183;32175;32175;15573;15573;16602;1946;1946;2109;2109;3745;3745;2991;2991;89;4357;12415;12415;0;0;82;82;11904;11904;2604;2604;10429;10429;9440;9440;7594;7594;10313;10313;1002;1002;3114;3114;2782;2782;1775;1775;1496;1496;4376;4376;90.52;90.52;72.82;72.82;98.89;98.89;9.61;9.61;29.86;29.86;2541;2541;26756;26756;1941;1941;6.1;6.1;329;329;1;1;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
4307864;Fagundes Varela;100.0;2566;1129;1265;106;115;402;344;0;256;883;538;184;883;False;False;False;False;False;False;False;False;True;False;False;True;False;False;19.1;False;2566.0;False;2566;1129;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;5;5;19.1;False;1;1;1.0;5;5;1.0;5;5;1.0;5;5;1.0;5;5;1.0;5;5;1.0;5;5;1.0;5;5;1.0;5;5;1.0;5;5;1.0;3;5;0.6;5;5;1.0;4;5;0.8;5;5;1.0;5;5;1.0;5;5;1.0;5;5;1.0;1129.0;5;5;1.0;False;1265.0;5;5;1.0;False;106.0;5;5;1.0;False;115.0;5;5;1.0;False;402.0;5;5;1.0;False;344.0;5;5;1.0;False;0.0;5;5;1.0;False;256.0;3;5;0.6;True;883.0;5;5;1.0;False;538.0;5;5;1.0;False;184.0;4;5;0.8;True;883.0;5;5;1.0;False;3449.0;3449.0;5;5;1.0;False;Censo 2022;Censo 2022;2566;2566;2566;2566;1301;1301;1265;106;106;115;115;402;402;344;344;0;322;883;883;0;0;0;0;538;538;184;184;528;528;517;517;476;476;525;525;20;20;250;250;136;136;85;85;67;67;240;240;97.92;97.92;90.15;90.15;99.43;99.43;3.79;3.79;47.35;47.35;196;196;1419;1419;147;147;5.8;5.8;2;2;0.1;0.1;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;1;;2;;cadastro_IEDE_parcial_nao_inventario;A;12;não;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
